Dayahead Market MCPs.

01/01/2012,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
AMMO.MEXCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.MOBCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.MORUCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE5,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE6,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE7,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGE8,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.OSAGEEGEN,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PENOCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PENOCTG2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PENOCTG3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PENOCTG4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG5,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG6,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG7,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.PNKYCTG8,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RCCKCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RCCKCTG2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RCCKCTG3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RCCKCTG4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RUSHIS1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.RUSHIS2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.SIOUX1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.SIOUX2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.TRIGCTG1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.TS1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.TS2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.VENCTG2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.VENCTG3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.VENCTG4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMMO.VENCTG5,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
CWLD.BLRG,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
CWLD.PLANTD5,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
CWLD.PLANTD6,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
CWLD.PLANTD7,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
CWLD.PLANTD8,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.ADAIR_W1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.BEPM.WS3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.BEPM.WS4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.CAROL_W1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.CC.GDM1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.CC.GDM2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.FARMER,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.GDMEC_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.GDMEC_1_3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.GDMEC_2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.GDMEC_2_3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.KNOXIN_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.LAUREL_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.NWHAR_IBR,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.OTTUMWA1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.PHEC_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.PHEC_2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.PHEC_3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.RHILLS14,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.RHILLS58,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.ROLLHILLS1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.SHENDO_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.SYCAMO_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.SYCAMO_2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.VICTRM_1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.WALNUT_W1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.WSEC1,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.WSEC2,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.WSEC3,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
MEC.WSEC4,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
SIPC.5MRN_PN14,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
SIPC.MARI69,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
SIPC.MARIOGEN5,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
SIPC.MARIOGEN6,Zone 2,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.53,.5,.97,.76
AMIL.STWF,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.COLE1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.COLE2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.COLE3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.GREEN1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.GREEN2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.HMP1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.HMP2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.REID1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.REIDCT,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
BREC.WILSON1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.08NOBSN1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.08NOBSN2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CAYCT.4,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CAYUGA.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CAYUGA.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CC.EDWIGCC,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CC.NOBSVIL,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CC.SUGRCK,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CC.WR1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CONNERV.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CONNERV.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.4,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.5,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.6,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.7,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.CT.VERMN.8,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.EDWCT1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.EDWCT2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.EDWST,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GALLAGR.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GALLAGR.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GALLAGR.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GALLAGR.4,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GIBSON.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GIBSON.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GIBSON.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GIBSON.4,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.GIBSON.5,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.HENRYCO.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.HENRYCO.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.HENRYCO.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.LOGANOAKR,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.4,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.5,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.6,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.7,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MADISON.8,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MARKLND.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MARKLND.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MARKLND.3,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MIAMWAB.1,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
CIN.MIAMWAB.2,Zone 3,GENSUPPMCP,.7,.7,.7,.7,.68,.68,.68,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.54,.5,.98,.76
